trip_id,stop_id,stop_sequence
0,  2270,  0
0,  978,  1
0,  3005,  2
0,  255,  3
0,  3074,  4
0,  764,  5
0,  619,  6
0,  1973,  7
0,  2502,  8
0,  2871,  9
0,  3039,  10
0,  1462,  11
0,  731,  12
0,  1837,  13
0,  3585,  14
0,  3425,  15
0,  3227,  16
0,  949,  17
0,  953,  18
0,  3092,  19
0,  803,  20
0,  1416,  21
0,  2768,  22
0,  3034,  23
0,  733,  24
0,  703,  25
0,  580,  26
0,  3156,  27
0,  2142,  28
0,  3451,  29
0,  502,  30
0,  341,  31
0,  2809,  32
0,  1653,  33
0,  2945,  34
0,  181,  35
0,  1472,  36
0,  2771,  37
0,  453,  38
0,  3054,  39
0,  52,  40
0,  2035,  41
0,  1025,  42
0,  3195,  43
102,  1900,  0
102,  3333,  1
102,  2499,  2
102,  736,  3
102,  1638,  4
102,  2189,  5
102,  530,  6
102,  2736,  7
102,  2197,  8
102,  3169,  9
102,  1100,  10
102,  2407,  11
136,  91,  0
136,  2639,  1
136,  1339,  2
136,  768,  3
136,  2945,  4
136,  181,  5
136,  1472,  6
136,  2771,  7
136,  453,  8
136,  3054,  9
136,  52,  10
136,  2035,  11
136,  1025,  12
136,  3195,  13
170,  1900,  0
170,  3333,  1
170,  2499,  2
170,  736,  3
170,  1638,  4
170,  2189,  5
170,  530,  6
170,  2736,  7
170,  2197,  8
170,  354,  9
170,  924,  10
170,  71,  11
170,  1139,  12
170,  1311,  13
170,  1872,  14
170,  2882,  15
170,  733,  16
170,  1758,  17
170,  457,  18
170,  1463,  19
170,  203,  20
170,  2529,  21
170,  1684,  22
170,  2255,  23
170,  2709,  24
170,  2392,  25
170,  1118,  26
170,  2122,  27
170,  835,  28
170,  554,  29
170,  2316,  30
170,  1749,  31
170,  1582,  32
170,  171,  33
170,  2034,  34
170,  2830,  35
170,  465,  36
170,  1195,  37
170,  1780,  38
170,  1490,  39
170,  188,  40
170,  2270,  41
272,  2559,  0
272,  1275,  1
272,  2687,  2
272,  3399,  3
272,  1217,  4
272,  2552,  5
272,  748,  6
272,  2952,  7
272,  1770,  8
272,  1367,  9
272,  184,  10
272,  2397,  11
272,  340,  12
272,  2329,  13
272,  228,  14
272,  1480,  15
272,  2878,  16
272,  3419,  17
272,  1081,  18
272,  2468,  19
272,  951,  20
272,  91,  21
272,  2639,  22
272,  768,  23
272,  2945,  24
272,  181,  25
272,  3563,  26
272,  1437,  27
272,  883,  28
272,  1757,  29
272,  3304,  30
272,  1054,  31
272,  150,  32
272,  1697,  33
272,  3400,  34
272,  2401,  35
272,  319,  36
272,  1734,  37
272,  21,  39
272,  935,  40
272,  1812,  41
272,  667,  42
272,  1735,  43
272,  3042,  44
272,  702,  45
272,  300,  46
272,  2863,  47
272,  2648,  48
272,  324,  49
272,  962,  50
272,  2924,  51
272,  2382,  52
272,  1912,  53
300,  91,  0
300,  2639,  1
300,  768,  2
300,  2945,  3
300,  181,  4
300,  3563,  5
300,  1437,  6
300,  883,  7
300,  1757,  8
300,  3304,  9
300,  1054,  10
300,  150,  11
300,  1697,  12
300,  3400,  13
300,  2401,  14
300,  2156,  15
300,  1551,  16
310,  3018,  0
310,  3302,  1
310,  2747,  2
310,  3216,  3
310,  121,  4
310,  2585,  6
310,  529,  7
310,  1009,  8
310,  2104,  9
310,  794,  10
310,  3350,  11
310,  530,  12
310,  2736,  13
310,  2197,  14
310,  3169,  15
310,  1100,  16
310,  2407,  17
320,  1275,  1
320,  2687,  2
320,  3399,  3
320,  1217,  4
320,  2552,  5
320,  748,  6
320,  2952,  7
320,  1770,  8
320,  1367,  9
320,  184,  10
320,  2397,  11
320,  340,  12
320,  2329,  13
320,  228,  14
320,  1480,  15
320,  2878,  16
320,  2394,  17
320,  1062,  18
320,  3049,  19
320,  2073,  20
320,  1339,  21
320,  1100,  22
320,  2407,  23
327,  91,  0
327,  2639,  1
327,  768,  2
327,  796,  3
327,  3049,  4
327,  1062,  5
327,  2109,  6
327,  2767,  7
327,  1460,  8
327,  979,  9
327,  1149,  10
327,  2297,  11
327,  2473,  12
327,  3309,  13
327,  890,  14
327,  1013,  15
327,  2594,  16
327,  270,  17
327,  1352,  18
327,  2163,  20
327,  2202,  21
327,  877,  22
327,  3183,  23
334,  838,  0
334,  547,  1
334,  156,  2
334,  2754,  4
334,  2429,  5
334,  1876,  6
334,  3167,  7
334,  3072,  8
334,  1220,  9
334,  2524,  10
334,  429,  11
334,  285,  12
334,  1730,  13
334,  528,  14
334,  1923,  15
334,  3343,  16
334,  722,  17
334,  2747,  18
334,  3216,  19
334,  121,  20
334,  2585,  22
334,  529,  23
334,  3100,  24
334,  2104,  25
334,  794,  26
334,  3350,  27
334,  530,  28
334,  2736,  29
334,  2197,  30
334,  1339,  31
334,  1100,  32
334,  2407,  33
334,  3467,  34
334,  1312,  35
334,  63,  36
334,  1892,  37
334,  2767,  38
334,  1460,  39
334,  979,  40
334,  1149,  41
334,  2297,  42
334,  2473,  43
334,  3309,  44
334,  890,  45
334,  1013,  46
334,  2594,  47
334,  270,  48
334,  1352,  49
334,  2163,  51
334,  2202,  52
334,  877,  53
334,  115,  54
362,  3478,  0
362,  2249,  1
362,  1924,  2
362,  1543,  3
362,  1269,  4
362,  1804,  5
362,  3259,  6
362,  1506,  7
362,  385,  8
362,  2396,  9
362,  1412,  10
362,  3229,  11
362,  218,  12
362,  673,  13
362,  1931,  14
362,  1810,  15
362,  2886,  16
362,  3040,  17
362,  518,  18
362,  1349,  19
362,  2887,  20
362,  2832,  21
362,  653,  22
362,  1980,  23
362,  800,  24
362,  861,  25
362,  3461,  26
362,  2002,  27
362,  3333,  28
362,  2499,  29
362,  736,  30
362,  1638,  31
362,  2189,  32
362,  1087,  33
362,  2736,  34
362,  2197,  35
362,  354,  36
362,  924,  37
362,  71,  38
362,  1139,  39
362,  1311,  40
362,  1872,  41
362,  2882,  42
362,  733,  43
362,  1758,  44
362,  457,  45
362,  1463,  46
362,  203,  47
362,  2529,  48
362,  2255,  49
362,  2709,  50
362,  2392,  51
362,  1118,  52
362,  2122,  53
362,  2303,  54
374,  2303,  0
374,  3585,  1
374,  3425,  2
374,  3227,  3
374,  949,  4
374,  953,  5
374,  3092,  6
374,  803,  7
374,  1416,  8
374,  2768,  9
374,  3034,  10
374,  2032,  11
374,  703,  12
374,  580,  13
374,  3156,  14
374,  2142,  15
374,  3451,  16
374,  341,  17
374,  2809,  18
374,  1653,  19
374,  2945,  20
374,  181,  21
374,  2771,  22
374,  453,  23
374,  3054,  24
374,  52,  25
374,  2035,  26
374,  1025,  27
374,  1610,  28
374,  3175,  29
374,  589,  30
374,  2051,  31
374,  1391,  32
374,  3233,  33
374,  2920,  34
374,  491,  35
374,  1998,  36
374,  3310,  37
374,  1240,  38
374,  2537,  39
374,  3595,  40
374,  1550,  41
374,  757,  42
374,  2735,  43
374,  186,  46
374,  1790,  47
374,  2916,  48
374,  2081,  49
374,  1226,  50
374,  431,  51
374,  35,  52
374,  2738,  53
374,  1729,  54
374,  3484,  55
386,  3478,  0
386,  2249,  1
386,  1924,  2
386,  1543,  3
386,  2527,  4
386,  1804,  5
386,  3259,  6
386,  1506,  7
386,  385,  8
386,  2396,  9
386,  3229,  11
386,  218,  12
386,  673,  13
386,  1931,  14
386,  1810,  15
386,  2886,  16
386,  3040,  17
386,  518,  18
386,  1349,  19
386,  2887,  20
386,  2832,  21
386,  653,  22
386,  1980,  23
386,  800,  24
386,  861,  25
386,  3461,  26
386,  2002,  27
386,  3333,  28
386,  2499,  29
386,  736,  30
386,  1638,  31
386,  2189,  32
386,  530,  33
386,  2869,  34
386,  1560,  35
386,  378,  36
386,  3452,  37
386,  2415,  38
386,  1139,  39
386,  1311,  40
386,  1488,  41
386,  2523,  42
386,  1683,  43
386,  2126,  44
394,  91,  0
394,  2639,  1
394,  2835,  2
394,  768,  3
394,  2414,  4
394,  2126,  5
398,  3426,  0
398,  3169,  1
398,  1339,  2
398,  1100,  3
398,  2407,  4
402,  3426,  0
402,  557,  1
402,  190,  2
402,  2787,  3
402,  3067,  4
402,  3156,  5
402,  2142,  6
402,  3451,  7
402,  2208,  8
402,  1085,  9
402,  925,  10
402,  2540,  11
402,  1774,  12
402,  246,  13
402,  2807,  14
402,  3563,  15
402,  1014,  16
402,  55,  17
402,  3237,  18
402,  2035,  19
402,  1025,  20
402,  1610,  21
402,  3175,  22
402,  589,  23
402,  2051,  24
402,  1391,  25
402,  3233,  26
402,  2920,  27
402,  491,  28
402,  1998,  29
402,  3310,  30
402,  1240,  31
402,  2537,  32
402,  3595,  33
402,  1550,  34
402,  757,  35
402,  2735,  36
402,  3215,  37
402,  186,  39
402,  1790,  40
402,  2916,  41
402,  2081,  42
402,  1226,  43
402,  431,  44
402,  35,  45
402,  2738,  46
402,  1729,  47
402,  3484,  48
410,  2087,  0
410,  3422,  1
410,  1225,  2
410,  2433,  3
410,  536,  4
410,  440,  5
410,  57,  6
410,  2604,  7
410,  3585,  8
410,  3425,  9
410,  1024,  10
410,  3227,  11
410,  949,  12
410,  583,  13
410,  2105,  14
410,  1309,  15
410,  3374,  16
410,  3088,  17
410,  404,  18
410,  3214,  19
410,  2373,  20
410,  2309,  21
410,  1978,  23
410,  3506,  24
410,  1646,  25
410,  328,  26
410,  1811,  27
543,  2087,  0
543,  3422,  1
543,  1225,  2
543,  2433,  3
543,  536,  4
543,  440,  5
543,  57,  6
543,  2604,  7
543,  3585,  8
543,  3425,  9
543,  1024,  10
543,  3227,  11
543,  949,  12
543,  3529,  13
543,  2105,  14
543,  1309,  15
543,  3374,  16
543,  3088,  17
543,  404,  18
543,  3214,  19
543,  2373,  20
543,  2309,  21
543,  1978,  23
543,  3506,  24
543,  1646,  25
543,  328,  26
543,  3546,  27
543,  155,  28
543,  3263,  29
543,  2675,  30
543,  3539,  31
543,  3137,  32
543,  1339,  33
543,  1100,  34
543,  2407,  35
562,  91,  0
562,  2639,  1
562,  2835,  2
562,  768,  3
562,  2997,  4
562,  1668,  5
562,  1597,  6
562,  170,  7
562,  2818,  8
562,  1811,  9
562,  2602,  10
562,  1350,  11
562,  1313,  12
562,  749,  13
562,  235,  14
562,  3435,  16
562,  1032,  17
562,  2444,  18
562,  2549,  19
562,  219,  20
562,  400,  21
562,  2709,  22
562,  2392,  23
562,  1118,  24
562,  2122,  25
562,  835,  26
562,  3500,  27
562,  2995,  28
562,  674,  29
562,  1388,  30
562,  1935,  31
562,  2652,  32
562,  1029,  33
562,  3197,  34
562,  3385,  35
581,  1811,  0
581,  2602,  1
581,  1350,  2
581,  1313,  3
581,  749,  4
581,  235,  5
581,  1620,  6
581,  3435,  7
581,  1032,  8
581,  2444,  9
581,  2549,  10
581,  219,  11
581,  1167,  12
581,  583,  13
581,  2709,  14
581,  2392,  15
581,  1118,  16
581,  2122,  17
581,  835,  18
581,  3500,  19
581,  2995,  20
581,  674,  21
581,  1388,  22
581,  1935,  23
581,  2652,  24
581,  1029,  25
581,  3197,  26
581,  3385,  27
714,  1019,  0
714,  2578,  1
714,  3546,  2
733,  2780,  0
733,  86,  1
733,  3421,  2
752,  1052,  0
752,  3238,  1
752,  2408,  2
752,  730,  4
752,  3265,  5
752,  1967,  6
752,  3260,  8
752,  814,  9
752,  3383,  10
752,  3033,  11
752,  2492,  12
752,  1864,  13
752,  3499,  14
752,  1153,  15
752,  1393,  16
752,  2130,  17
752,  2951,  18
752,  3548,  19
752,  1983,  20
752,  1140,  21
752,  2859,  22
752,  2275,  24
752,  2341,  25
752,  687,  28
752,  785,  29
752,  2522,  30
752,  360,  31
752,  1462,  32
752,  731,  33
752,  1837,  34
752,  3585,  35
752,  2122,  36
752,  3227,  37
752,  949,  38
752,  953,  39
752,  3092,  40
752,  803,  41
752,  1416,  42
752,  2768,  43
752,  1758,  44
752,  733,  45
752,  703,  46
752,  580,  47
752,  3156,  48
752,  2142,  49
752,  3451,  50
752,  502,  51
752,  341,  52
752,  2678,  53
752,  1653,  54
752,  2945,  55
752,  1504,  56
752,  3563,  57
752,  1437,  58
752,  883,  59
752,  1757,  60
752,  1009,  61
752,  2644,  62
752,  150,  63
752,  2242,  64
796,  2242,  0
796,  1451,  1
796,  2585,  2
796,  529,  3
796,  2644,  4
796,  1009,  5
796,  2104,  6
796,  794,  7
796,  3350,  8
796,  530,  9
796,  2736,  10
796,  2197,  11
796,  354,  12
796,  924,  13
796,  71,  14
796,  1139,  15
796,  1311,  16
796,  1872,  17
796,  2882,  18
796,  2032,  19
796,  1758,  20
796,  457,  21
796,  1463,  22
796,  203,  23
796,  2529,  24
796,  1684,  25
796,  2255,  26
796,  2709,  27
796,  2392,  28
796,  1118,  29
796,  2122,  30
796,  835,  31
796,  554,  32
796,  2855,  33
796,  2316,  34
796,  2269,  35
796,  2635,  36
796,  480,  37
796,  353,  38
796,  2368,  39
796,  1775,  40
796,  37,  41
796,  254,  42
796,  1280,  43
796,  2837,  44
796,  2225,  45
796,  2781,  46
796,  1555,  47
796,  2143,  48
796,  2977,  49
796,  3180,  50
796,  1342,  51
796,  2642,  52
796,  1256,  53
796,  1143,  54
796,  3456,  56
796,  1930,  57
796,  1090,  58
796,  3096,  59
796,  1857,  60
796,  3164,  61
796,  964,  62
796,  1842,  63
796,  2459,  64
840,  91,  0
840,  2639,  1
840,  2835,  2
840,  768,  3
840,  2945,  4
840,  1504,  5
840,  3563,  6
840,  1437,  7
840,  883,  8
840,  1757,  9
840,  3304,  10
840,  1054,  11
840,  2899,  12
840,  150,  13
840,  2242,  14
851,  2242,  0
851,  1451,  1
851,  2585,  2
851,  529,  3
851,  2644,  4
851,  1009,  5
851,  2104,  6
851,  794,  7
851,  3350,  8
851,  530,  9
851,  2736,  10
851,  2197,  11
851,  3169,  12
851,  1339,  13
851,  1100,  14
851,  2407,  15
862,  1366,  0
862,  3133,  1
862,  1185,  2
862,  1095,  3
862,  3415,  4
862,  471,  5
862,  648,  6
862,  2388,  7
862,  3131,  8
862,  212,  9
862,  2906,  10
862,  1258,  11
862,  783,  12
862,  1323,  13
862,  2423,  14
862,  1759,  15
862,  2549,  16
862,  219,  17
862,  1167,  18
862,  400,  19
862,  853,  20
862,  2098,  21
862,  622,  22
862,  2649,  23
862,  2739,  24
862,  1690,  25
862,  3481,  26
862,  2958,  27
862,  1989,  28
862,  3568,  29
862,  1272,  30
862,  2577,  31
862,  3196,  32
862,  144,  33
862,  1299,  34
862,  1451,  35
862,  1697,  36
862,  3400,  37
862,  2401,  38
862,  1551,  39
946,  1551,  0
946,  1442,  1
946,  1295,  2
946,  1899,  3
946,  3566,  4
946,  488,  5
946,  193,  6
946,  3262,  7
946,  1362,  8
946,  682,  9
946,  2416,  10
946,  1448,  11
946,  2353,  12
946,  701,  13
946,  2769,  14
946,  3529,  15
946,  2105,  16
946,  1309,  17
946,  3374,  18
946,  3052,  19
946,  1120,  20
946,  1877,  21
946,  3460,  22
946,  1835,  23
946,  598,  24
946,  3487,  25
946,  1385,  26
946,  2580,  27
946,  842,  28
946,  2930,  30
946,  609,  31
946,  3562,  32
946,  2228,  33
946,  766,  34
946,  497,  35
946,  2685,  36
1030,  1366,  0
1030,  2909,  1
1030,  2616,  2
1030,  2403,  3
1030,  1075,  4
1030,  831,  5
1030,  1772,  6
1030,  1072,  7
1030,  3319,  8
1030,  1182,  9
1030,  2454,  10
1030,  521,  11
1030,  1173,  12
1030,  2375,  13
1030,  265,  14
1030,  1338,  15
1030,  2640,  16
1030,  3129,  17
1030,  3290,  18
1030,  2096,  19
1030,  929,  20
1030,  677,  21
1030,  1481,  22
1030,  2359,  23
1030,  1644,  24
1030,  1986,  25
1030,  3546,  26
1030,  155,  27
1030,  3263,  28
1030,  2675,  29
1030,  3539,  30
1030,  2073,  31
1030,  1339,  32
1030,  1100,  33
1030,  2407,  34
1041,  91,  0
1041,  2639,  1
1041,  768,  2
1041,  796,  3
1041,  2997,  4
1041,  1668,  5
1041,  1597,  6
1041,  170,  7
1041,  2818,  8
1041,  2780,  9
1041,  1397,  10
1041,  0,  11
1041,  2664,  12
1041,  2214,  13
1041,  1763,  14
1041,  983,  15
1041,  279,  16
1041,  676,  17
1041,  675,  18
1041,  2534,  19
1041,  468,  20
1041,  2856,  21
1041,  1673,  22
1041,  2824,  23
1041,  737,  24
1041,  1896,  25
1041,  3390,  26
1041,  317,  27
1041,  248,  28
1041,  247,  29
1041,  2584,  30
1041,  1364,  31
1041,  694,  32
1041,  2685,  33
1052,  91,  0
1052,  2639,  1
1052,  768,  2
1052,  2945,  3
1052,  181,  4
1052,  3563,  5
1052,  1437,  6
1052,  883,  7
1052,  1757,  8
1052,  3304,  9
1052,  1054,  10
1052,  150,  11
1052,  3469,  12
1052,  957,  13
1068,  957,  0
1068,  33,  1
1068,  2585,  2
1068,  529,  3
1068,  1009,  4
1068,  2104,  5
1068,  794,  6
1068,  3350,  7
1068,  530,  8
1068,  2736,  9
1068,  2197,  10
1068,  3169,  11
1068,  1100,  12
1068,  2407,  13
1084,  91,  0
1084,  2639,  1
1084,  2835,  2
1084,  768,  3
1084,  2945,  4
1084,  181,  5
1084,  3563,  6
1084,  1437,  7
1084,  883,  8
1084,  1757,  9
1084,  3304,  10
1084,  1054,  11
1084,  150,  12
1084,  3469,  13
1084,  2206,  14
1102,  1818,  0
1102,  33,  1
1102,  2585,  2
1102,  529,  3
1102,  1009,  4
1102,  2104,  5
1102,  794,  6
1102,  3350,  7
1102,  530,  8
1102,  2736,  9
1102,  2197,  10
1102,  3169,  11
1102,  1100,  12
1102,  2407,  13
1120,  2719,  0
1120,  618,  1
1120,  2058,  2
1120,  2659,  3
1120,  894,  4
1120,  1830,  5
1120,  3368,  6
1120,  544,  7
1120,  3508,  8
1120,  559,  9
1120,  3288,  10
1120,  1955,  11
1120,  2238,  12
1120,  2075,  13
1120,  658,  14
1120,  2686,  15
1120,  215,  16
1120,  2494,  17
1120,  280,  18
1120,  2683,  19
1120,  3256,  20
1120,  657,  21
1120,  3213,  22
1120,  825,  23
1120,  1514,  24
1120,  665,  25
1120,  973,  26
1120,  2441,  27
1120,  3544,  28
1120,  1250,  29
1120,  310,  30
1120,  1721,  31
1120,  2690,  32
1120,  50,  33
1120,  1441,  34
1120,  289,  35
1120,  3338,  36
1120,  1033,  37
1120,  2311,  38
1120,  3150,  39
1120,  1506,  40
1120,  385,  41
1120,  2396,  42
1155,  1115,  0
1155,  186,  1
1155,  1790,  2
1155,  2916,  3
1155,  1305,  4
1155,  746,  5
1155,  2049,  6
1155,  2615,  7
1155,  1134,  8
1155,  2089,  9
1155,  3502,  10
1155,  1310,  11
1155,  2261,  12
1155,  808,  13
1155,  1813,  14
1155,  3275,  15
1155,  2251,  16
1155,  220,  17
1155,  2819,  18
1155,  3134,  19
1155,  2118,  20
1155,  3424,  21
1155,  1964,  22
1155,  932,  23
1155,  3519,  24
1155,  2883,  25
1155,  458,  26
1155,  1698,  27
1155,  2046,  28
1155,  3574,  29
1155,  716,  30
1155,  1274,  31
1155,  1107,  32
1155,  1741,  33
1155,  3186,  34
1155,  1157,  35
1155,  27,  36
1155,  1428,  37
1155,  2850,  38
1155,  638,  39
1155,  3008,  40
1155,  816,  41
1155,  1396,  42
1190,  2719,  0
1190,  618,  1
1190,  2058,  2
1190,  2659,  3
1190,  894,  4
1190,  1830,  5
1190,  3368,  6
1190,  689,  7
1190,  544,  8
1190,  3508,  9
1190,  559,  10
1190,  3288,  11
1190,  1955,  12
1190,  2238,  13
1190,  2075,  14
1190,  658,  15
1190,  2686,  16
1190,  215,  17
1190,  2494,  18
1190,  280,  19
1190,  2683,  20
1190,  3256,  21
1190,  657,  22
1190,  3213,  23
1190,  825,  24
1190,  1514,  25
1190,  665,  26
1190,  973,  27
1190,  2441,  28
1190,  1250,  29
1190,  826,  30
1190,  2040,  31
1190,  975,  32
1190,  1679,  33
1190,  735,  34
1190,  2887,  35
1190,  2832,  36
1190,  653,  37
1190,  1980,  38
1190,  2068,  39
1190,  3469,  40
1190,  2206,  41
1298,  486,  0
1298,  1451,  1
1298,  2159,  2
1298,  1391,  3
1298,  3233,  4
1298,  2920,  5
1298,  491,  6
1298,  159,  7
1298,  3120,  8
1298,  1687,  9
1298,  1813,  11
1298,  3275,  12
1298,  2251,  13
1298,  220,  14
1298,  2819,  15
1298,  3134,  16
1298,  2118,  17
1298,  3424,  18
1298,  1964,  19
1298,  932,  20
1298,  3519,  21
1298,  2883,  22
1298,  458,  23
1298,  2350,  24
1298,  1698,  25
1298,  2046,  26
1298,  3574,  27
1298,  716,  28
1298,  1274,  29
1298,  1107,  30
1298,  1741,  31
1298,  3186,  32
1298,  1157,  33
1298,  27,  34
1298,  1428,  35
1298,  2850,  36
1298,  638,  37
1298,  3008,  38
1298,  816,  39
1298,  1396,  40
1406,  1506,  0
1406,  385,  1
1406,  2396,  2
1406,  3229,  4
1406,  218,  5
1406,  673,  6
1406,  1931,  7
1406,  1810,  8
1406,  2272,  9
1406,  518,  10
1406,  1349,  11
1406,  2887,  12
1406,  2832,  13
1406,  653,  14
1406,  1980,  15
1406,  2068,  16
1406,  3469,  17
1406,  957,  18
1436,  957,  0
1436,  1451,  1
1436,  2159,  2
1436,  1391,  3
1436,  3233,  4
1436,  2920,  5
1436,  491,  6
1436,  1998,  7
1436,  3310,  8
1436,  1240,  9
1436,  2537,  10
1436,  3595,  11
1436,  1550,  12
1436,  757,  13
1436,  2735,  14
1436,  3215,  15
1436,  186,  17
1436,  1790,  18
1436,  2916,  19
1466,  650,  0
1466,  2112,  1
1466,  3126,  2
1466,  2870,  3
1466,  1563,  4
1466,  2593,  5
1466,  1942,  6
1466,  2296,  7
1466,  3308,  8
1466,  1161,  9
1466,  2566,  10
1466,  3095,  11
1466,  3229,  12
1466,  218,  13
1466,  673,  14
1466,  1931,  15
1466,  1810,  16
1466,  2886,  17
1466,  3040,  18
1466,  518,  19
1466,  1349,  20
1466,  2887,  21
1466,  2832,  22
1466,  653,  23
1466,  1980,  24
1466,  2068,  25
1466,  3469,  26
1466,  957,  27
1530,  650,  0
1530,  2112,  1
1530,  3126,  2
1530,  2870,  3
1530,  1563,  4
1530,  2593,  5
1530,  1942,  6
1530,  2296,  7
1530,  3308,  8
1530,  1161,  9
1530,  2566,  10
1530,  3095,  11
1530,  3229,  12
1530,  218,  13
1530,  673,  14
1530,  1931,  15
1530,  1810,  16
1530,  2886,  17
1530,  3040,  18
1530,  518,  19
1530,  1349,  20
1530,  2887,  21
1530,  2832,  22
1530,  653,  23
1530,  1980,  24
1530,  2068,  25
1530,  33,  26
1530,  2585,  27
1530,  529,  28
1530,  2104,  29
1530,  794,  30
1530,  3350,  31
1530,  530,  32
1530,  2736,  33
1530,  2197,  34
1530,  3169,  35
1530,  1100,  36
1530,  2407,  37
1538,  91,  0
1538,  2639,  1
1538,  768,  2
1538,  2945,  3
1538,  181,  4
1538,  3563,  5
1538,  1437,  6
1538,  883,  7
1538,  1757,  8
1538,  3304,  9
1538,  1054,  10
1538,  150,  11
1538,  2159,  12
1538,  1391,  13
1538,  3233,  14
1538,  2920,  15
1538,  491,  16
1538,  1998,  17
1538,  3310,  18
1538,  1240,  19
1538,  2537,  20
1538,  3595,  21
1538,  1550,  22
1538,  757,  23
1538,  2735,  24
1538,  1696,  25
1538,  2173,  26
1538,  3473,  27
1538,  2472,  28
1538,  1012,  29
1538,  443,  30
1538,  1748,  31
1538,  269,  32
1538,  555,  33
1538,  1382,  34
1538,  819,  35
1538,  3409,  36
1546,  486,  0
1546,  33,  1
1546,  2159,  2
1546,  1391,  3
1546,  3233,  4
1546,  2920,  5
1546,  491,  6
1546,  1998,  7
1546,  3310,  8
1546,  1240,  9
1546,  2537,  10
1546,  3595,  11
1546,  1550,  12
1546,  757,  13
1546,  2735,  14
1546,  1807,  15
1546,  2173,  16
1546,  3473,  17
1546,  2472,  18
1546,  1012,  19
1546,  443,  20
1546,  1748,  21
1546,  269,  22
1546,  555,  23
1546,  1382,  24
1546,  819,  25
1546,  3409,  26
1610,  2719,  0
1610,  618,  1
1610,  2058,  2
1610,  2659,  3
1610,  894,  4
1610,  1830,  5
1610,  3368,  6
1610,  689,  7
1610,  544,  8
1610,  3508,  9
1610,  559,  10
1610,  3288,  11
1610,  1955,  12
1610,  3277,  13
1610,  16,  14
1610,  2315,  15
1610,  2365,  16
1610,  3322,  17
1610,  1128,  18
1610,  2551,  19
1610,  1191,  20
1610,  2934,  21
1610,  725,  22
1610,  1177,  23
1610,  2568,  24
1610,  151,  25
1610,  1572,  26
1610,  3462,  27
1610,  870,  28
1610,  68,  29
1610,  3024,  30
1610,  2178,  31
1610,  3553,  32
1610,  3046,  33
1610,  1923,  35
1610,  3343,  36
1610,  762,  37
1610,  2747,  38
1610,  3216,  39
1610,  121,  40
1610,  3469,  41
1610,  957,  42
1675,  957,  0
1675,  3469,  1
1675,  1697,  2
1675,  3400,  3
1675,  2401,  4
1675,  319,  5
1675,  1734,  6
1675,  2601,  7
1675,  1760,  8
1675,  1627,  9
1675,  330,  10
1675,  2347,  11
1675,  3171,  12
1675,  2157,  13
1675,  2996,  14
1675,  578,  15
1675,  1982,  16
1675,  3166,  17
1675,  275,  18
1675,  1694,  19
1675,  346,  20
1675,  789,  21
1675,  2188,  22
1675,  3153,  23
1675,  970,  24
1675,  474,  25
1675,  1988,  26
1675,  1512,  27
1675,  1107,  28
1675,  1741,  29
1675,  3186,  30
1675,  1157,  31
1675,  27,  32
1675,  1428,  33
1675,  2850,  34
1675,  638,  35
1675,  3008,  36
1675,  816,  37
1675,  1396,  38
1740,  3229,  1
1740,  218,  2
1740,  673,  3
1740,  1931,  4
1740,  1810,  5
1740,  2886,  6
1740,  3040,  7
1740,  518,  8
1740,  1349,  9
1740,  2887,  10
1740,  2832,  11
1740,  653,  12
1740,  1980,  13
1740,  2068,  14
1740,  33,  15
1740,  2585,  16
1740,  529,  17
1740,  2104,  18
1740,  794,  19
1740,  3350,  20
1740,  530,  21
1740,  2736,  22
1740,  2197,  23
1740,  3169,  24
1740,  1100,  25
1740,  2407,  26
1747,  91,  0
1747,  2639,  1
1747,  768,  2
1747,  2945,  3
1747,  181,  4
1747,  3563,  5
1747,  1437,  6
1747,  883,  7
1747,  1757,  8
1747,  3304,  9
1747,  1054,  10
1747,  150,  11
1747,  2159,  12
1747,  1391,  13
1747,  3233,  14
1747,  2920,  15
1747,  491,  16
1747,  1998,  17
1747,  3310,  18
1747,  1240,  19
1747,  2537,  20
1747,  3595,  21
1747,  1550,  22
1747,  757,  23
1747,  2735,  24
1747,  1150,  25
1747,  1115,  26
1754,  1027,  0
1754,  1926,  1
1754,  3453,  2
1754,  592,  3
1754,  3596,  4
1754,  2357,  5
1754,  145,  6
1754,  2530,  7
1754,  320,  8
1754,  1045,  9
1754,  2360,  10
1754,  2334,  11
1754,  40,  12
1754,  1331,  13
1754,  2631,  14
1754,  321,  15
1754,  1590,  16
1754,  1529,  17
1754,  1236,  18
1754,  790,  19
1754,  1750,  20
1754,  515,  21
1754,  466,  22
1754,  2217,  23
1754,  2271,  25
1754,  2327,  27
1754,  358,  28
1754,  1604,  29
1754,  82,  30
1754,  2999,  31
1754,  584,  32
1754,  1539,  33
1754,  3359,  34
1754,  3051,  35
1754,  1202,  36
1754,  1538,  37
1754,  3556,  38
1754,  2083,  39
1754,  758,  40
1754,  1927,  41
1754,  2948,  42
1754,  720,  43
1754,  1243,  44
1754,  1975,  45
1754,  3268,  46
1754,  3,  47
1754,  1784,  48
1754,  3071,  49
1754,  2248,  50
1754,  339,  51
1754,  1732,  52
1754,  3192,  53
1754,  2722,  54
1754,  477,  55
1755,  1566,  0
1755,  349,  1
1755,  558,  2
1755,  3395,  3
1755,  2319,  4
1755,  1691,  5
1755,  688,  6
